,alpha_power_1,alpha_power_2,alpha_power_3,alpha_power_4,alpha_power_5,alpha_power_6,alpha_power_7,alpha_power_8,beta_power_1,beta_power_2,beta_power_3,beta_power_4,beta_power_5,beta_power_6,beta_power_7,beta_power_8,gamma_power_1,gamma_power_2,gamma_power_3,gamma_power_4,gamma_power_5,gamma_power_6,gamma_power_7,gamma_power_8,theta_power_1,theta_power_2,theta_power_3,theta_power_4,theta_power_5,theta_power_6,theta_power_7,theta_power_8,label
133,0.012871612,0.006145283,0.017017994,0.015810156,0.085699461,0.050109912,0.033549045,0.014015187,0.026065495,0.013961354,0.036546311,0.037113123,0.164311163,0.115063068,0.111690772,0.160227117,0.079389549,0.608324991,0.475441543,0.31469976,0.290088452,0.214024774,0.261581735,0.474861173,0.057458181,0.022680851,0.033752331,0.033833512,0.033558108,0.037231628,0.033958789,0.015523349,pain
134,0.017109951,0.007599325,0.01666576,0.016756667,0.074535901,0.054723281,0.043908966,0.023342434,0.023062636,0.008686044,0.028478994,0.025989255,0.171951966,0.122575747,0.096608141,0.143866012,0.060356102,0.555272297,0.502198961,0.30360124,0.284650168,0.191373718,0.137021312,0.330422179,0.065627944,0.018861676,0.030055348,0.025904631,0.042747959,0.050218574,0.051933466,0.028842094,pain
135,0.00782429,0.049337278,0.004913787,0.020122995,0.032361236,0.016854486,0.00938326,0.005558166,0.011901884,0.029436397,0.003905318,0.023067336,0.090539206,0.067049652,0.056982746,0.078995722,0.038160231,0.097178437,0.036315082,0.111195671,0.17020284,0.275810625,0.366858325,0.603856564,0.045535389,0.088112658,0.052463797,0.104157057,0.030696645,0.028498429,0.01698997,0.009164195,pain
136,0.012018667,0.006227772,0.007438354,0.017088539,0.048882757,0.032542273,0.016994517,0.009422893,0.021612601,0.01146094,0.015310285,0.036957625,0.153773375,0.102516931,0.077624047,0.089153166,0.066195851,0.576117692,0.534189154,0.389063972,0.248139995,0.280135295,0.357414382,0.502260412,0.038552012,0.016815652,0.014808689,0.025379139,0.035329758,0.030355873,0.019879375,0.01043797,pain
137,0.009675807,0.008802121,0.010046261,0.013412175,0.039368782,0.017229541,0.008502347,0.003558054,0.02855694,0.020508212,0.023808471,0.034297084,0.115825449,0.095646553,0.101962614,0.097457369,0.106019713,0.482865673,0.545106325,0.243350434,0.274180372,0.461668388,0.569822708,0.713504439,0.03907879,0.023346563,0.023722558,0.029418985,0.028761406,0.017149666,0.011419524,0.00411147,pain
138,0.009754228,0.008362474,0.010806005,0.014805887,0.028890255,0.017951853,0.009832448,0.005460346,0.042969222,0.02610478,0.017924884,0.046720312,0.081590741,0.083870981,0.070177417,0.120979324,0.102160247,0.440772129,0.259302574,0.244570871,0.183820056,0.278873739,0.374463844,0.577275501,0.034807861,0.025162972,0.022191588,0.036881746,0.022166617,0.018684068,0.012371746,0.006905954,pain
139,0.011918333,0.006166082,0.005475928,0.01562194,0.02116298,0.029536244,0.004368222,0.01102605,0.029791759,0.013310074,0.005639082,0.046583882,0.067773031,0.104915326,0.020117882,0.128764587,0.060246944,0.397989204,0.063789729,0.300681482,0.107013335,0.193180313,0.044415127,0.384141627,0.041150978,0.021670514,0.016216055,0.026655085,0.012126901,0.024877415,0.004665654,0.013888534,pain
140,0.01590056,0.020859904,0.017680724,0.032526758,0.059679816,0.029629408,0.028058424,0.015282641,0.025512813,0.061466052,0.020943989,0.044040429,0.148304367,0.062743321,0.094892788,0.130111917,0.047385358,0.178246261,0.140131497,0.197939746,0.244777254,0.120896505,0.182812116,0.415802822,0.053432689,0.034742465,0.040156882,0.068429977,0.053365675,0.062861291,0.029204462,0.021455064,pain
141,0.003643115,0.003618452,0.009928156,0.010128415,0.010724962,0.012869659,0.011951507,0.015784875,0.00227077,0.002360308,0.011029604,0.013205956,0.015412088,0.018320616,0.020963625,0.023544993,0.006152269,0.006512135,0.005817263,0.014953332,0.023861594,0.028070668,0.046291877,0.032632717,0.022844071,0.022704297,0.0271367,0.026911315,0.027236072,0.032367559,0.027118569,0.049912657,normal
142,0.014628314,0.014505736,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07,0.009042281,0.003747446,0.003732438,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,0.001664389,0.011718909,0.011581417,4.47E-10,4.47E-10,4.47E-10,4.47E-10,4.47E-10,0.002664585,0.073946717,0.073425267,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,0.06011277,normal
143,0.004484978,0.004340316,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07,0.010481137,0.002577925,0.002397864,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,0.0116872,0.144725375,0.139901096,4.47E-10,4.47E-10,4.47E-10,4.47E-10,4.47E-10,0.006193652,0.028041975,0.027260321,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,0.02908911,normal
144,0.001591925,0.001550666,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07,0.000737104,0.00074166,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,0.13482816,0.137817873,4.47E-10,4.47E-10,4.47E-10,4.47E-10,4.47E-10,4.47E-10,0.015705178,0.015306194,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,normal
145,0.001539969,0.001524359,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07,0.00060441,0.00061292,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,0.11303788,0.112456123,4.47E-10,4.47E-10,4.47E-10,4.47E-10,4.47E-10,4.47E-10,0.018408579,0.018351873,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,normal
146,0.008972753,0.008998202,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07,0.001812674,0.001788267,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,0.059877474,0.059711072,4.47E-10,4.47E-10,4.47E-10,4.47E-10,4.47E-10,4.47E-10,0.030900103,0.030641215,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,normal
147,0.016366119,0.016367649,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07,0.011734987,0.011735257,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,0.055826649,0.055917978,4.47E-10,4.47E-10,4.47E-10,4.47E-10,4.47E-10,4.47E-10,0.062968834,0.063047805,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,normal
148,0.053908929,0.053978487,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07,0.026486299,0.026467534,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,0.021773545,0.021740362,4.47E-10,4.47E-10,4.47E-10,4.47E-10,4.47E-10,4.47E-10,0.081810613,0.081759193,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,normal
149,0.00676423,0.006755634,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07,0.004226685,0.004228759,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,0.029148604,0.029051274,4.47E-10,4.47E-10,4.47E-10,4.47E-10,4.47E-10,4.47E-10,0.084700465,0.084705813,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,normal
150,0.023448555,0.023673907,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07,3.39E-07,0.028755257,0.029065465,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,0.04001876,0.039511159,4.47E-10,4.47E-10,4.47E-10,4.47E-10,4.47E-10,4.47E-10,0.044001174,0.043983063,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,normal
